,Coefficient,Expectation Values
0,1.5280210592332604,1.0000000000000002
1,-0.40516889844632487,0.9845816822214553
2,-0.2722152573510047,-0.9845648515167813
3,0.0885220615853347,-0.9998772734812436
4,-0.052063680664412165,0.00449496892412235
5,0.016033305580190987,-0.004572671060089692
6,-0.052063680664412165,-0.004581824893919818
7,0.016033305580190987,0.004505450251675197
8,0.08812294324841641,-1.6316375741304265e-05
9,-0.017356000955093313,-1.682325514974195e-05
10,0.08812294324841641,-1.6336194343347134e-05
11,-0.017356000955093313,-1.6742055785111742e-05
12,-0.012970529275601935,-1.464917333116031e-06
13,-0.015318666338180915,1.2241460471537673e-06
14,-0.0023481370625789686,-5.810832192296002e-07
15,-0.0023481370625789686,1.2998104394731948e-06
16,-0.015318666338180915,-5.02638515758608e-07
17,-0.012970529275601935,4.011090271954528e-07
18,-0.6893596033215873,0.999999907276691
19,0.105719993308319,-0.9845648014130544
20,-1.0422225890818175,0.9999600702246838
21,0.1317993452115655,-0.9845319841655913
22,-0.01983190481381173,-1.6313412226483693e-05
23,-0.01983190481381173,-1.6333203177127067e-05
24,-0.2722152573510047,-0.9845898762811778
25,0.16302461641468569,0.9998835559731931
26,-0.04197705526657951,1.6788089903591535e-05
27,-0.04197705526657951,1.6634758367298416e-05
28,0.019862079551633466,-0.14872184378100048
29,0.019862079551633466,-0.14918100288206715
30,0.019862079551633466,-0.14873735625440834
31,0.019862079551633466,-0.14915805463718107
32,-0.019808855464805167,0.0007170006458259632
33,-0.019808855464805167,0.000711558936568885
34,-0.019808855464805167,3.295809041875444e-05
35,-0.019808855464805167,2.7585711622566203e-05
36,0.08812294324841641,0.00395777251377924
37,-0.04197705526657951,-0.003984693628485586
38,0.08812294324841641,0.003985191786867844
39,-0.04197705526657951,-0.003956457162744863
40,0.02740726974223577,-1.5989671939154766e-07
41,0.02740726974223577,-3.073628766727113e-08
42,0.02740726974223577,-1.9311519167668625e-07
43,0.02740726974223577,-2.2684417797988863e-07
44,-0.01980885546480517,0.09143324955735747
45,-0.01980885546480517,0.09072335427945125
46,-0.01980885546480517,0.09144346552429965
47,-0.01980885546480517,0.09070607410832374
48,0.03455769599094051,-0.0004227936677684982
49,0.03455769599094051,-0.00042212416709955534
50,0.03455769599094051,-2.937071312067585e-06
51,0.03455769599094051,-5.3068487109798516e-06
52,-0.40516889844632487,0.9886961477087031
53,0.10838414113696816,-0.9957214838402872
54,-0.0124054517382054,-1.6132204305352276e-05
55,-0.0124054517382054,-1.6463432683552315e-05
56,-0.004950549216887914,-0.0005967640161015158
57,-0.004950549216887914,-2.6999496000758413e-06
58,-0.004950549216887914,-0.0005916109375031424
59,-0.004950549216887914,2.4963586440669256e-06
60,-0.00528092457564878,2.992764554928205e-06
61,-0.00528092457564878,6.236033857676585e-07
62,-0.00528092457564878,-3.2520461835844724e-07
63,-0.00528092457564878,3.6773363719006526e-08
64,-0.05206368066441219,-0.002035042126397389
65,0.03584216104499615,-0.011688109197712303
66,-0.05206368066441219,-0.011695940317977946
67,0.03584216104499615,-0.0020272089560443808
68,-0.018251453851250717,5.2792487237154435e-08
69,-0.018251453851250717,3.930545224140216e-08
70,-0.018251453851250717,-1.5417763128590388e-07
71,-0.018251453851250717,6.460209483832939e-08
72,-0.6893596033215872,0.9999897031408232
73,0.13312726305055478,-0.9845554725830988
74,-0.029953573280908332,-1.631529803384453e-05
75,-0.029953573280908332,-1.633598881304484e-05
76,-0.020599590913829686,0.00036646798588397395
77,-0.020599590913829686,2.1700001188112934e-07
78,-0.020599590913829686,0.0003646998188440606
79,-0.020599590913829686,-1.6999429833039141e-06
80,0.030721243699744098,-1.726860551171569e-06
81,0.030721243699744098,-2.630909938870739e-07
82,0.030721243699744098,1.5355076046393104e-07
83,0.030721243699744098,2.0427894410322392e-08
84,-1.0422225890818175,0.9957740709436224
85,0.166357041202506,-0.9887415807336318
86,-0.05055314851355583,-1.6330917062975124e-05
87,-0.05055314851355583,-1.6340254232142343e-05
88,0.08621548186430761,0.9845816325144638
89,0.023949816229503477,0.004494969111663897
90,0.023949816229503477,-0.004581825242992188
91,0.09377663554128447,0.9845666179568797
92,0.10838414113696816,-0.9999236838084766
93,0.03584216104499615,-0.004577801788794417
94,0.03584216104499615,0.004498372058614066
95,-0.004950549216887913,3.9662547202487673e-07
96,-0.004950549216887913,1.3018800811378004e-06
97,-0.004950549216887913,1.5643317557427487e-06
98,-0.004950549216887913,4.437848195517533e-07
99,-0.012405451738205397,0.0039852439820041875
100,-0.012405451738205397,0.003956918107245681
101,-0.018251453851250713,2.0588160382297124e-05
102,-0.018251453851250713,2.0041446007953e-05
103,-0.018251453851250713,-1.908738223242962e-05
104,-0.018251453851250713,-1.939219374584118e-05
105,-0.00528092457564878,-1.0615332110692488e-06
106,-0.00528092457564878,-1.3550690508280566e-06
107,-0.00528092457564878,-4.7060615629141505e-07
108,-0.00528092457564878,6.353222289598476e-07
109,0.09638117366264423,0.995710341153635
110,0.013600193664961771,0.004552608311476883
111,0.013600193664961771,-0.004524601804162928
112,0.009021583363922536,1.680818592085718e-08
113,0.009021583363922536,-1.3985596972581623e-09
114,0.009021583363922536,1.7771352209660415e-08
115,0.009021583363922536,1.1966011128133698e-08
116,0.013600193664961773,0.011636189956853669
117,0.013600193664961773,0.001975905686285205
118,0.016783773063929086,6.099303075052877e-05
119,0.016783773063929086,7.0446512598664e-06
120,0.016783773063929086,6.41120079854971e-06
121,0.016783773063929086,6.366046521451796e-05
122,0.09523706522823015,0.984571631238539
123,0.024466758510817196,0.004494926817688266
124,0.024466758510817196,-0.004581753704895376
125,-0.0005169422813137365,-9.891420317164857e-09
126,-0.0005169422813137365,-3.808297091020532e-09
127,-0.0005169422813137365,-1.0084882053891637e-08
128,-0.0005169422813137365,-2.879832505590483e-09
129,0.11056040860521357,0.9887296644776095
130,0.0419223040967963,0.004514450676788466
131,0.0419223040967963,-0.004561059339349559
132,0.10656352798400537,0.9999599775291015
133,0.13312726305055478,-0.9845899367768456
134,-0.020599590913829686,-1.542744507663333e-07
135,-0.020599590913829686,4.8708524804471385e-08
136,-0.020599590913829686,3.0782197840453355e-09
137,-0.020599590913829686,1.8924647790228264e-07
138,-0.029953573280908332,0.003957772222879477
139,-0.029953573280908332,0.00398519219618043
140,0.030721243699744098,1.0123222389159917e-07
141,0.030721243699744098,5.364054389525684e-08
142,0.030721243699744098,-4.1481692461762594e-08
143,0.030721243699744098,-1.014304905378627e-07
144,0.09523706522823015,0.9886960562272362
145,-0.0005169422813137365,-7.063254517009712e-10
146,-0.0005169422813137365,-3.2029350747001155e-10
147,-0.0005169422813137365,-2.5373884127130608e-11
148,-0.0005169422813137365,-1.4805342144294417e-09
149,0.024466758510817196,-0.0020350419141176614
150,0.024466758510817196,-0.011695939136710699
151,0.11586404293002134,0.9999896104185996
152,0.031606043829357715,2.922580892164262e-10
153,0.031606043829357715,-8.821059450393818e-11
154,0.031606043829357715,-1.464168059833728e-10
155,0.031606043829357715,5.470059166997258e-10
156,0.1381695718133631,0.9957739786532623
157,0.166357041202506,-0.984565582832995
158,-0.050553148513555836,0.003958008290400615
159,-0.050553148513555836,0.003985256502734748
160,0.11056040860521357,0.9886569910077995
161,0.04192230409679631,-0.002034896463020166
162,0.04192230409679631,-0.011695384857845508
163,0.1381695718133631,0.999949777362249
164,0.18577673109755194,0.9957343405559923
165,0.0885220615853347,-0.995689244618027
166,0.016033305580190987,-0.011653396292361218
167,0.016033305580190987,-0.001993802778915862
168,-0.017356000955093313,0.004001326130714515
169,-0.017356000955093313,0.00394022890872167
170,-0.012970529275601935,-6.92390217730328e-06
171,-0.015318666338180915,-3.031473329378272e-06
172,-0.0023481370625789686,-6.931169103849885e-06
173,-0.0023481370625789686,5.542073545215484e-06
174,-0.015318666338180915,1.9431134512100183e-06
175,-0.012970529275601935,6.3319120840825956e-06
176,0.105719993308319,-0.9845990982488328
177,0.1317993452115655,-0.9887499474990961
178,-0.01983190481381173,0.003940898053218664
179,-0.01983190481381173,0.004001928202068182
180,0.08621548186430761,0.9886859880096164
181,0.023949816229503477,-0.00203504684943696
182,0.023949816229503477,-0.011696082045291685
183,0.09377663554128447,0.984505269383066
184,0.10656352798400537,0.9957638202714453
